Id,Name,Year,Genre,DirectedBy,ProducedBy,Music,StoryBy,Company
movie-733,"Azumi",2003,Action,Ry?hei Kitamura,Kazuya Hamana,Tar? Iwashiro,Y? Koyama,Toho Company
movie-734,"Azur et Asmar",2006,Animation,Michel Ocelot,Jacques Bled,Gabriel Yared,Michel Ocelot,Cathay-Keris Films
movie-735,"B.D. la munte si la mare",1971,Comedy,Mircea Dragan,Dumitru Solomon,Ion Cristinoiu,Mircea Dragan,Directia Difuzarii Filmelor
movie-736,"B.D. ?n alerta",1971,Action,Mircea Dragan,Dumitru Solomon,Ion Cristinoiu,Mircea Dragan,Directia Difuzarii Filmelor
movie-737,"BASEketball",1998,Comedy,David Zucker,Cleve Landsberg,Ira Newborn,David Zucker,Universal Pictures
movie-738,"Ba wang bie ji",1993,Drama,Kaige Chen,Feng Hsu,Jiping Zhao,Pik Wah Lee,ARP S?lection
movie-739,"Baa Baa Black Sheep",1976,Action,Lawrence Doheny,Stephen J. Cannell,Pete Carpenter,Stephen J. Cannell,National Broadcasting Company (NBC)
movie-740,"Baadshah",1999,Action,Abbas Alibhai Burmawalla,Bhawar Jain,Anu Malik,Shyam Goel,B4U Entertainment
movie-741,"Baazigar",1993,Crime,Abbas Alibhai Burmawalla,Ganesh Jain,Anu Malik,Robin Bhatt,Bombino Video Pvt. Ltd.
movie-742,"Bab el hadid",1958,Crime,Youssef Chahine,Gabriel Talhami,Fouad El-Zahry,Mohamed Abu Youssef,trigon-film
movie-743,"Bab? l?to",2001,Comedy,Vladim?r Mich?lek,Jir? Bartoska,Michal Lorenc,Jir? Hubac,Kamras Film Group
movie-744,"Bab'Aziz",2005,Drama,Nacer Khemir,Cyriac Auriol,Armand Amar,Tonino Guerra,Filmarti
movie-745,"Babam ve oglum",2005,Drama,?agan Irmak,S?kr? Avsar,Evanthia Reboutsika,?agan Irmak,Maxximum Film und Kunst GmbH
movie-746,"Babe",1995,Comedy,Chris Noonan,Catherine Barber,Nigel Westlake,Dick King-Smith,United International Pictures (UIP)
movie-747,"Baby Buggy Bunny",1954,Family,Chuck Jones,Edward Selzer,Milt Franklyn,Michael Maltese,Warner Bros.
movie-748,"Baby Daddy",2012,Comedy,Michael Lembeck,Timothy Marx,Doug DeAngelis,Dan Berendsen,ABC Family
movie-749,"Baby Doll",1956,Drama,Elia Kazan,Elia Kazan,Kenyon Hopkins,Tennessee Williams,Warner Bros.
movie-750,"Baby Snakes",1979,Documentary,Frank Zappa,Bennett Glotzer,Frank Zappa,Frank Zappa,Intercontinental Absurdities
movie-751,"Babylon 5",1994,Action,Michael Vejar,John Copeland,Christopher Franke,J. Michael Straczynski,Warner Bros. Television
movie-752,"Babylon 5: A Call to Arms",1999,Action,Michael Vejar,Skip Beaudine,Evan H. Chen,J. Michael Straczynski,Audio Visual Enterprises
movie-753,"Babylon 5: In the Beginning",1998,Action,Michael Vejar,John Copeland,Christopher Franke,J. Michael Straczynski,Audio Visual Enterprises
movie-754,"Babylon 5: The Gathering",1993,Action,Richard Compton,Robert Latham Brown,Stewart Copeland,J. Michael Straczynski,Warner Bros. Television
movie-755,"Babylon 5: Thirdspace",1998,Action,Jes?s Salvador Trevi?o,John Copeland,Christopher Franke,J. Michael Straczynski,Audio Visual Enterprises
movie-756,"Baccano!",2007,Animation,Takahiro ?mori,Justin Cook,Makoto Yoshimori,Ry?go Narita,Aniplex America
movie-757,"Bacheha-Ye aseman",1997,Drama,Majid Majidi,Amir Esfandiari,Kayvan Jahanshahi,Majid Majidi,Ace Pictures
movie-758,"Bachelor Mother",1939,Comedy,Garson Kanin,Buddy G. DeSylva,Roy Webb,Norman Krasna,RKO Radio Pictures
movie-759,"Back to School",1986,Comedy,Alan Metter,Estelle Endler,Danny Elfman,Rodney Dangerfield,20th Century Fox
movie-760,"Back to the Future",1985,Adventure,Robert Zemeckis,Neil Canton,Alan Silvestri,Robert Zemeckis,Universal Pictures
movie-761,"Back to the Future Part II",1989,Adventure,Robert Zemeckis,Neil Canton,Alan Silvestri,Robert Zemeckis,Universal Pictures
movie-762,"Back to the Future Part III",1990,Action,Robert Zemeckis,Neil Canton,Alan Silvestri,Robert Zemeckis,Universal Pictures
movie-763,"Back to the Future... The Ride",1991,Adventure,Douglas Trumbull,Peter N. Alexander,Alan Silvestri,Peter N. Alexander,Universal Studios
movie-764,"Backbeat",1994,Biography,Iain Softley,Paul Cowan,Don Was,Iain Softley,Gramercy Pictures (I)
movie-765,"Backdraft",1991,Action,Ron Howard,Raffaella De Laurentiis,Hans Zimmer,Gregory Widen,Universal Pictures
movie-766,"Backstrom",2015,Comedy,Kevin Hooks,Josh Levy,Jamie Forsyth,Hart Hanson,Fox Network
movie-767,"Bad Boy Bubby",1993,Comedy,Rolf de Heer,Rolf de Heer,Graham Tardif,Rolf de Heer,Roadshow Entertainment
movie-768,"Bad Boys",1995,Action,Michael Bay,Jerry Bruckheimer,Mark Mancina,George Gallo,Columbia Pictures
movie-769,"Bad Boys II",2003,Action,Michael Bay,Jerry Bruckheimer,Trevor Rabin,George Gallo,Sony Pictures Entertainment (SPE)
movie-770,"Bad Company",2002,Action,Joel Schumacher,Kenny Bates,Trevor Rabin,Gary M. Goodman,Buena Vista Pictures
movie-771,"Bad Day at Black Rock",1955,Drama,John Sturges,Herman Hoffman,Andr? Previn,Millard Kaufman,Metro-Goldwyn-Mayer (MGM)
movie-772,"mala educaci?n, La",2004,Crime,Pedro Almod?var,Agust?n Almod?var,Alberto Iglesias,Pedro Almod?var,Warner Sogefilms S.A.
movie-773,"Bad Girls",1999,Crime,Laurence Moody,Brian Park,Michael Walton,Maureen Chadwick,Independent Television (ITV)
movie-774,"Bad Hero",2010,Short,Matt Zemlin,Thomas Bader,Matt Zemlin,Matt Zemlin,Matt X Productions
movie-775,"Bad Lieutenant: Port of Call - New Orleans, The",2009,Crime,Werner Herzog,Stephen Belafonte,Mark Isham,William M. Finkelstein,01 Distribution
movie-776,"Bad Luck Blackie",1949,Family,Tex Avery,Fred Quimby,Scott Bradley,Rich Hogan,Metro-Goldwyn-Mayer (MGM)
movie-777,"Bad Santa",2003,Comedy,Terry Zwigoff,Sarah Aubrey,David Kitay,Glenn Ficarra,Dimension Films
movie-778,"Bad Taste",1987,Comedy,Peter Jackson,Peter Jackson,Michelle Scullion,Peter Jackson,Astro Distribution
movie-779,"Bad Timing",1980,Drama,Nicolas Roeg,Jeremy Thomas,Richard Hartley,Yale Udoff,World Northal
movie-780,"Bad Words",2013,Comedy,Jason Bateman,Jason Bateman,Rolfe Kent,Andrew Dodge,E1 Films Canada
movie-781,"Bad ma ra khahad bord",1999,Drama,Abbas Kiarostami,Marin Karmitz,Peyman Yazdanian,Abbas Kiarostami,Filmarti
movie-782,"Into the Badlands",2015,Action,David Dobkin,Stephen Fung,David Shephard,Alfred Gough,American Movie Classics (AMC)
movie-783,"Gardener, The",2012,Documentary,Mohsen Makhmalbaf,Mohsen Makhmalbaf,Paul Collier,Mohsen Makhmalbaf,KDK Factory
movie-784,"Bahubali: The Beginning",2015,Action,S.S. Rajamouli,Prasad Devineni,M.M. Keeravani,Vijayendra Prasad,Ayngaran Video
movie-785,"Bahubali: The Beginning",2015,Action,S.S. Rajamouli,Prasad Devineni,M.M. Keeravani,Vijayendra Prasad,Ayngaran Video
movie-786,"Bai fa mo nu zhuan",1993,Fantasy,Ronny Yu,Bak-Ming Wong,Richard Yuen,Kee-To Lam,Century Pacific
movie-787,"Bai ga jai",1981,Action,Sammo Kam-Bo Hung,Raymond Chow,Frankie Chan,Sammo Kam-Bo Hung,Image Entertainment
movie-788,"Baishe Srabon",2011,Drama,Srijit Mukherji,Preetam Chowdhury,Anupam Roy,Annapurna Basu,Shree Venkatesh Films
movie-789,"Bajrangi Bhaijaan",2015,Comedy,Kabir Khan,Rajessh Bhat,Julius Packiam,Vijayendra Prasad,Aanna Films
movie-790,"Baked",2015,Comedy,Vishwajoy Mukherjee,<none>,Sahil Dhingra,Akash Mehta,ScoopWhoop Media
movie-791,"Bakemonogatari",2009,Animation,Tatsuya Oishi,Masayuki Haryu,Satoru K?saki,Nisio Isin,AT-X
movie-792,"Bakha satang",1999,Drama,Chang-dong Lee,Jae-Young Jeon,Jae-jin Lee,Chang-dong Lee,Asian Crush
movie-793,"Bakjwi",2009,Drama,Chan-wook Park,Soo-hyun Ahn,Yeong-wook Jo,Seo-Gyeong Jeong,Mediatres Estudio
movie-794,"Bakuman.",2010,Animation,Noriaki Akitaya,Masahiro Nojima,Audio Highs,Tsugumi Ohba,Anime Works
movie-795,"Bakush?",1951,Drama,Yasujir? Ozu,Takeshi Yamamoto,Senji It?,K?go Noda,Sh?chiku Eiga
movie-796,"Bal-Can-Can",2005,Action,Darko Mitrevski,Loris Curci,Kiril Dzajkovski,Darko Mitrevski,EBS World Entertainment
movie-797,"Balas & Bolinhos - O Regresso",2004,Adventure,Luis Ismael,J.D. Duarte,Vitor Silva,Luis Ismael,Lightbox Filmes
movie-798,"Balibo",2009,Drama,Robert Connolly,Andrew Barlow,Marcello De Francisci,Robert Connolly,Entertainment One Benelux
movie-799,"Balkan ekspres",1983,Comedy,Branko Baletic,Aleksandar Stojanovic,Zoran Simjanovic,Gordan Mihic,Balkan Media Club
movie-800,"Balkanski spijun",1984,Comedy,Dusan Kovacevic,Milan Bozic,Vojislav Kostic,Dusan Kovacevic,PFI Studios
movie-801,"Ball of Fire",1941,Comedy,Howard Hawks,Samuel Goldwyn,Alfred Newman,Charles Brackett,RKO Radio Pictures
movie-802,"Ballada o soldate",1959,Drama,Grigoriy Chukhray,M. Chernova,Mikhail Ziv,Grigoriy Chukhray,Union Film Distributors Inc.
movie-803,"Ballet Shoes",2007,Drama,Sandra Goldbacher,Michele Buck,Kevin Sargent,Noel Streatfeild,Screenvision
movie-804,"Ballot Box Bunny",1951,Family,Friz Freleng,Edward Selzer,Carl W. Stalling,Warren Foster,Warner Bros.
movie-805,"Ballykissangel",1996,Comedy,Paul Harrison,Conor Harrington,Shaun Davey,Kieran Prendiville,British Broadcasting Corporation (BBC)
movie-806,"Balto",1995,Animation,Simon Wells,Rich Arons,James Horner,Cliff Ruby,United International Pictures (UIP)
movie-807,"Bambi",1942,Animation,James Algar,Walt Disney,Frank Churchill,Felix Salten,RKO Radio Pictures
movie-808,"Banacek",1972,Crime,Bernard L. Kowalski,George Eckstein,Jack Elliott,Anthony Wilson,Elephant Films
movie-809,"Banana",2015,Drama,Lewis Arnold,Russell T. Davies,Ben Foster,Russell T. Davies,E4
movie-810,"Band Baaja Baarat",2010,Drama,Maneesh Sharma,Aditya Chopra,Salim Merchant,Amitabh Bhattacharya,Jalan Distributors
movie-811,"Band of Brothers",2001,Action,David Frankel,Erik Bork,Michael Kamen,Stephen Ambrose,Home Box Office (HBO)
movie-812,"Departed, The",2006,Crime,Martin Scorsese,Michael Aguilar,Howard Shore,William Monahan,Warner Bros.
movie-813,"Bande de filles",2014,Drama,C?line Sciamma,R?mi Burah,Jean-Baptiste de Laubier,C?line Sciamma,Abordar - Casa de Pel?culas
movie-814,"Bandit Queen",1994,Biography,Shekhar Kapur,Bobby Bedi,Nusrat Fateh Ali Khan,Ranjit Kapoor,Tohokushinsha Film Corporation (TFC)
movie-815,"Bandits",2001,Comedy,Barry Levinson,Ashok Amritraj,Christopher Young,Harley Peyton,Metro-Goldwyn-Mayer (MGM)
movie-816,"Bang Bang You're Dead",2002,Crime,Guy Ferland,Deboragh Gabler,Reinhold Heil,William Mastrosimone,Showtime Networks
movie-817,"Bang Boom Bang - Ein todsicheres Ding",1999,Action,Peter Thorwarth,Christian Becker,Rainer K?hn,Stefan Holtz,Senator Film
movie-818,"Bang the Drum Slowly",1973,Drama,John D. Hancock,Lois Rosenfield,Stephen Lawrence,Mark Harris,Paramount Pictures
movie-819,"Banged Up Abroad",2007,Documentary,Katinka Newman,Dimitri Doganis,Anne Nikitin,Bart Layton,Five
movie-820,"Bangkok Hilton",1989,Drama,Ken Cameron,Barbara Gibbs,Graeme Revell,Ken Cameron,Atlantic Film
movie-821,"Banished",2015,Drama,Jeffrey Walker,Iain Canning,David Hirschfelder,Jimmy McGovern,British Broadcasting Corporation (BBC)
movie-822,"Banlieue 13",2004,Action,Pierre Morel,Luc Besson,Bastide Donny,Luc Besson,EuropaCorp. Distribution
movie-823,"Banlieue 13: Ultimatum",2009,Action,Patrick Alessandrin,Luc Besson,Da Octopuss,Luc Besson,Asmik Ace Entertainment
movie-824,"Banshee",2013,Action,Ole Christian Madsen,Jonathan Tropper,Methodic Doubt,David Schickler,Cinemax
movie-825,"Banshun",1949,Drama,Yasujir? Ozu,Takeshi Yamamoto,Senji It?,Kazuo Hirotsu,Sh?chiku Eiga
movie-826,"Barabbas",1961,Adventure,Richard Fleischer,Dino De Laurentiis,Mario Nascimbene,Christopher Fry,Columbia Pictures
movie-827,"Baraka",1992,Documentary,Ron Fricke,Mark Magidson,Michael Stearns,Ron Fricke,Chapel Distribution
movie-828,"Baramui paiteo",2004,Action,Yun-ho Yang,Yong-bae Choi,Man-Sik Choi,Hak-ki Bang,Chungeorahm Film
movie-829,"Baran",2001,Drama,Majid Majidi,Majid Majidi,Ahmad Pezhman,Majid Majidi,Antidote Films
movie-830,"Barbarians at the Gate",1993,Biography,Glenn Jordan,Jeffrey Downer,Richard Gibbs,Bryan Burrough,Home Box Office (HBO)
movie-831,"Barcelona",1994,Comedy,Whit Stillman,Edmon Roch,Mark Suozzo,Whit Stillman,Fine Line Features
movie-832,"Barda",2007,Crime,Serdar Akar,Serdar Akar,Selim Demirdelen,Serdar Akar,KenDa
movie-833,"Bardelys the Magnificent",1926,Drama,King Vidor,<none>,William Axt,Rafael Sabatini,Metro-Goldwyn-Mayer (MGM)
movie-834,"Barefoot in the Park",1967,Comedy,Gene Saks,Paul Nathan,Neal Hefti,Neil Simon,Paramount Pictures
movie-835,"Bareuge salja",2007,Comedy,Hee-chan Ra,Jin Jang,Jae-kwon Han,Jin Jang,CJ Entertainment
movie-836,"Barfi!",2012,Adventure,Anurag Basu,Sidharth Roy Kapoor,Pritam Chakraborty,Anurag Basu,MVP Entertainment
movie-837,"Barfly",1987,Comedy,Barbet Schroeder,Jack Baran,Jack Baran,Charles Bukowski,Cannon Group
movie-838,"Barfuss",2005,Comedy,Til Schweiger,Alexander Berner,Max Berghaus,Til Schweiger,Buena Vista International
movie-839,"Barney Miller",1974,Comedy,Noam Pitlik,Danny Arnold,Jack Elliott,Danny Arnold,American Broadcasting Company (ABC)
movie-840,"Barney's Version",2010,Comedy,Richard J. Lewis,Lyse Lafontaine,Pasquale Catalano,Mordecai Richler,Chantier Films
movie-841,"Barton Fink",1991,Comedy,Joel Coen,Ben Barenholtz,Carter Burwell,Joel Coen,Twentieth Century Fox Film Corporation
movie-842,"Baseball",1994,Documentary,Ken Burns,Ken Burns,David Cieri,Ken Burns,Public Broadcasting Service (PBS)
movie-843,"Baseball Bugs",1946,Animation,Friz Freleng,Edward Selzer,Carl W. Stalling,Michael Maltese,Warner Bros.
movie-844,"Basic",2003,Action,John McTiernan,Moritz Borman,Klaus Badelt,James Vanderbilt,Sony Pictures Entertainment (SPE)
movie-845,"Basic Instinct",1992,Drama,Paul Verhoeven,William S. Beasley,Jerry Goldsmith,Joe Eszterhas,TriStar Pictures
movie-846,"Baska Dilde Ask",2009,Drama,Ilksen Basarir,Cihat Bakir,Ugur Akyurek,Ilksen Basarir,Medyavizyon
movie-847,"Basquiat",1996,Biography,Julian Schnabel,Joseph Allen,John Cale,Lech Majewski,RCV Film Distribution
movie-848,"Bastard Out of Carolina",1996,Drama,Anjelica Huston,Amanda DiGiulio,Parks Van Dyke,Dorothy Allison,Showtime Networks
movie-849,"Bataan",1943,War,Tay Garnett,Irving Starr,Bronislau Kaper,Robert Hardy Andrews,Metro-Goldwyn-Mayer (MGM)
movie-850,"Bates Motel",2013,Drama,Tucker Gates,Carlton Cuse,Chris Bacon,Anthony Cipriano,A&E Television Networks
movie-851,"Batman",1989,Action,Tim Burton,Peter Guber,Danny Elfman,Bob Kane,Warner Bros.
movie-852,"Batman & Mr. Freeze: SubZero",1998,Animation,Boyd Kirkland,Haven Alexander,Michael McCuistion,Bob Kane,Audio Visual Enterprises
movie-853,"Batman Begins",2005,Action,Christopher Nolan,Larry J. Franco,James Newton Howard,Bob Kane,Warner Bros.
movie-854,"Batman Beyond",1999,Adventure,Butch Lukic,Alan Burnett,Kristopher Carter,Bob Goodman,Kids' WB
movie-855,"Batman Beyond: Return of the Joker",2000,Animation,Curt Geda,Alan Burnett,Kristopher Carter,Bob Kane,Warner Bros.
movie-856,"Batman Returns",1992,Action,Tim Burton,Ian Bryce,Danny Elfman,Bob Kane,Warner Bros.
movie-857,"Batman vs. Robin",2015,Animation,Jay Oliva,Alan Burnett,Frederik Wiedmann,Bob Kane,Warner Bros. Home Entertainment Group
movie-858,"Batman: Assault on Arkham",2014,Animation,Jay Oliva,Benjamin Melniker,Robert J. Kral,Heath Corson,Warner Home Video
movie-859,"Batman: Gotham Knight",2008,Animation,Yasuhiro Aoki,Norifumi Fujita,Christopher Drake,Bob Kane,Warner Home Video
movie-860,"Batman: Mask of the Phantasm",1993,Animation,Eric Radomski,Alan Burnett,Shirley Walker,Bob Kane,Warner Bros.
movie-861,"Batman: Mystery of the Batwoman",2003,Animation,Curt Geda,Alan Burnett,Lolita Ritmanis,Bob Kane,Warner Bros. Home Video
movie-862,"Batman: The Animated Series",1992,Animation,Kevin Altieri,Alan Burnett,Shirley Walker,Bill Finger,Fox Network
movie-863,"Batman: The Brave and the Bold",2008,Animation,Ben Jones,Michael Jelenic,Michael McCuistion,Bob Kane,Cartoon Network
movie-864,"Dark Knight, The",2008,Action,Christopher Nolan,Kevin De La Noy,James Newton Howard,Jonathan Nolan,Warner Bros.
movie-865,"Batman: The Dark Knight Returns, Part 1",2012,Animation,Jay Oliva,Alan Burnett,Christopher Drake,Bob Kane,CP Digital
movie-866,"Batman: The Dark Knight Returns, Part 2",2013,Animation,Jay Oliva,Alan Burnett,Christopher Drake,Bob Kane,CP Digital
movie-867,"Batman: The Movie",1966,Adventure,Leslie H. Martinson,William Dozier,Nelson Riddle,Bob Kane,Twentieth Century Fox Film Corporation
movie-868,"Batman: Under the Red Hood",2010,Animation,Brandon Vietti,Alan Burnett,Christopher Drake,Judd Winick,Warner Premiere
movie-869,"Batman: Year One",2011,Animation,Sam Liu,Alan Burnett,Christopher Drake,Bob Kane,Home Box Office (HBO)
movie-870,"Batoru rowaiaru",2000,Action,Kinji Fukasaku,Kenta Fukasaku,Masamichi Amano,Koushun Takami,Toei Company
movie-871,"Battle Creek",2015,Comedy,Andrew Bernstein,Vince Gilligan,Jeff Russo,Vince Gilligan,Columbia Broadcasting System (CBS)
movie-872,"Battle for Haditha",2007,Drama,Nick Broomfield,Barney Broomfield,Nick Laird-Clowes,Nick Broomfield,Contender Entertainment Group
movie-873,"Battle in Seattle",2007,Action,Stuart Townsend,Mary Aloe,Neil Davidge,Stuart Townsend,Hyde Park International
movie-874,"Battle of Britain",1969,Action,Guy Hamilton,Benjamin Fisz,Ron Goodwin,James Kennaway,United Artists Corporation
movie-875,"Battle of Surabaya",2015,Animation,Aryanto Yuniawan,Adi Djayusman,Lukman Chandra,M. Suyanto,MSV Pictures
movie-876,"Battle of the Bulge",1965,Drama,Ken Annakin,Milton Sperling,Benjamin Frankel,Philip Yordan,Warner Bros.
movie-877,"Battle of the Planets",1978,Animation,Alan Dinehart,John Ledford,Hoyt Curtin,Jameson Brewer,AVRO Television
movie-878,"Battlefield Friends",2012,Comedy,Brent Triplett,<none>,Tony Schnur,Jon Etheridge,Machinima
movie-879,"Battleground",1949,Action,William A. Wellman,Robert Pirosh,Lennie Hayton,Robert Pirosh,Metro-Goldwyn-Mayer (MGM)
movie-880,"Battlestar Galactica",2004,Action,Michael Rymer,David Eick,Bear McCreary,Glen A. Larson,Sky One
movie-881,"Battlestar Galactica: Blood & Chrome",2012,Action,Jonas Pate,David Eick,Bear McCreary,Michael Taylor,Machinima
movie-882,"Battlestar Galactica: Razor",2007,Action,F?lix Enr?quez Alcal?,Michael Angeli,Bear McCreary,Ronald D. Moore,Sci-Fi Channel
movie-883,"Battlestar Galactica: Razor Flashbacks",2007,Sci-Fi,Wayne Rose,Michael Angeli,Bear McCreary,Ronald D. Moore,Amuse Soft Entertainment
movie-884,"Battlestar Galactica: The Face of the Enemy",2008,Drama,Wayne Rose,Maril Davis,Bear McCreary,Jane Espenson,Amuse Soft Entertainment
movie-885,"Battlestar Galactica: The Resistance",2006,Drama,Wayne Rose,David Eick,Bear McCreary,Ronald D. Moore,Sci Fi Pulse
movie-886,"Battling Butler",1926,Comedy,Buster Keaton,Buster Keaton,Robert Israel,Paul Girard Smith,Le Mats Filmbyr?
movie-887,"Be My Valentine, Charlie Brown",1975,Animation,Phil Roman,Bill Melendez,Vince Guaraldi,Charles M. Schulz,Columbia Broadcasting System (CBS)
movie-888,"Be with Me",2005,Drama,Eric Khoo,Gavin Chelvan,Kevin Mathews,Theresa Poh Lin Chan,791 Cine
movie-889,"Beaches",1988,Comedy,Garry Marshall,Nick Abdo,Georges Delerue,Iris Rainer,Buena Vista Pictures
movie-890,"Beakman's World",1992,Comedy,Jay Dubin,Mark Waxman,Denis M. Hannigan,Jok R. Church,Learning Channel (TLC)
movie-891,"Beast Wars: Transformers",1996,Action,Steve Sacks,Christopher J. Brough,Robert Buckley,Bob Forward,BKN
movie-892,"Beasts of No Nation",2015,Drama,Cary Joji Fukunaga,Nnamdi Asomugha,Dan Romer,Cary Joji Fukunaga,Bleecker Street Media
movie-893,"Beasts of the Southern Wild",2012,Drama,Benh Zeitlin,Chris Carroll,Dan Romer,Lucy Alibar,Must K?si
movie-894,"Beat the Devil",1953,Action,John Huston,Jack Clayton,Franco Mannino,Claud Cockburn,United Artists
movie-895,"Beau Geste",1939,Action,William A. Wellman,William A. Wellman,Alfred Newman,Robert Carson,Paramount Pictures
movie-896,"Beau Hunks",1931,Short,James W. Horne,Hal Roach,Marvin Hatley,H.M. Walker,Metro-Goldwyn-Mayer (MGM)
movie-897,"Beau travail",1999,Drama,Claire Denis,Patrick Grandperret,Charles Henri de Pierrefeu,Claire Denis,Artificial Eye
movie-898,"Beaufort",2007,Action,Joseph Cedar,Leon Edery,Ishai Adar,Joseph Cedar,Bavaria Film International
movie-899,"Beautiful Boxer",2004,Action,Ekachai Uekrongtham,Ekachai Uekrongtham,Bruno Brugnano,Desmond Sim,Regent Releasing
movie-900,"Beautiful Girls",1996,Comedy,Ted Demme,Alan C. Blomquist,David A. Stewart,Scott Rosenberg,Miramax
movie-901,"Beautiful Kate",2009,Drama,Rachel Ward,Bryan Brown,Gregory Perkins,Rachel Ward,Roadshow Films
movie-902,"Beautiful Thing",1996,Comedy,Hettie Macdonald,Tony Garnett,John Altman,Jonathan Harvey,Cinemania Films Group
movie-903,"Beauty Is Embarrassing",2012,Documentary,Neil Berkeley,Neil Berkeley,Tim Rutili,Neil Berkeley,PBS International
movie-904,"Beauty and the Beast",2017,Fantasy,Bill Condon,Steve Gaub,Alan Menken,Evan Spiliotopoulos,Walt Disney Studios Japan
movie-905,"Beaver Falls",2011,Comedy,Jack Clough,George Faber,Matthew Simpson,Iain Hollands,All3Media
movie-906,"Beavis and Butt-Head",1993,Animation,Mike Judge,Mike Judge,Benjamin Forrest Davis,Mike Judge,Music Television (MTV)
movie-907,"Beavis and Butt-Head Do America",1996,Animation,Mike Judge,John Andrews,John Frizzell,Mike Judge,Paramount Pictures
movie-908,"Beck",1997,Crime,Harald Hamrell,Lars Blomgren,Adam Nord?n,Maj Sj?wall,Video Film Express
movie-909,"Becker",1998,Comedy,Andy Ackerman,Dave Hackel,Bruce Miller,Dave Hackel,Viacom
movie-910,"Becket",1964,Biography,Peter Glenville,Hal B. Wallis,Laurence Rosenthal,Jean Anouilh,Paramount Pictures
movie-911,"Becoming Jane",2007,Biography,Julian Jarrold,Jeff Abberley,Adrian Johnston,Jane Austen,Miramax
movie-912,"Bedazzled",2000,Comedy,Harold Ramis,Trevor Albert,David Newman,Peter Cook,Twentieth Century Fox Film Corporation
movie-913,"Bedknobs and Broomsticks",1971,Adventure,Robert Stevenson,Bill Walsh,Irwin Kostal,Ralph Wright,Buena Vista Distribution Company
movie-914,"Bedlam",2011,Horror,Alrick Riley,Nicola Shindler,Vince Pope,David Allison,British Sky Broadcasting (BSkyB)
movie-915,"Beed-e majnoon",2005,Drama,Majid Majidi,Majid Majidi,Ahmad Pezhman,Majid Majidi,Cathay-Keris Films
movie-916,"Beep, Beep",1952,Animation,Chuck Jones,Edward Selzer,Carl W. Stalling,Michael Maltese,Warner Bros.
movie-917,"Beetlejuice",1988,Comedy,Tim Burton,Michael Bender,Danny Elfman,Michael McDowell,Chapel Distribution
